URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
138612,306,3403,State-funded primary,411,208,203,50.6%,49.4%,10,2.4%,36,8.8%,84,325,2,20.4%,79.1%,0.5%,60,65,411,15.8%
138613,312,2078,State-funded primary,915,427,488,46.7%,53.3%,24,2.6%,76,8.3%,733,173,9,80.1%,18.9%,1.0%,197,194,808,24.0%
138614,358,4024,State-funded secondary,1007,508,499,50.4%,49.6%,34,3.4%,84,8.3%,95,912,0,9.4%,90.6%,0.0%,235,239,876,27.3%
138615,370,2101,State-funded primary,306,144,162,47.1%,52.9%,3,1.0%,40,13.1%,9,291,6,2.9%,95.1%,2.0%,89,93,306,30.4%
138617,800,3440,State-funded primary,172,84,88,48.8%,51.2%,4,2.3%,12,7.0%,2,170,0,1.2%,98.8%,0.0%,8,9,172,5.2%
138618,938,2250,State-funded primary,444,222,222,50.0%,50.0%,9,2.0%,60,13.5%,100,344,0,22.5%,77.5%,0.0%,80,85,405,21.0%
138619,866,3439,State-funded primary,228,117,111,51.3%,48.7%,5,2.2%,15,6.6%,66,162,0,28.9%,71.1%,0.0%,19,21,206,10.2%
138620,938,4044,State-funded secondary,1257,589,668,46.9%,53.1%,34,2.7%,229,18.2%,324,931,2,25.8%,74.1%,0.2%,403,403,1059,38.1%
138621,312,2082,State-funded primary,936,431,505,46.0%,54.0%,17,1.8%,45,4.8%,680,256,0,72.6%,27.4%,0.0%,248,250,884,28.3%
138622,831,4607,State-funded secondary,1338,712,626,53.2%,46.8%,35,2.6%,162,12.1%,399,937,2,29.8%,70.0%,0.1%,327,355,1196,29.7%
138623,865,5405,State-funded secondary,1728,892,836,51.6%,48.4%,30,1.7%,182,10.5%,72,1656,0,4.2%,95.8%,0.0%,181,170,1314,12.9%
138625,852,2419,State-funded primary,271,132,139,48.7%,51.3%,8,3.0%,82,30.3%,25,240,6,9.2%,88.6%,2.2%,86,86,271,31.7%
138626,852,2421,State-funded primary,458,217,241,47.4%,52.6%,13,2.8%,48,10.5%,261,197,0,57.0%,43.0%,0.0%,84,85,419,20.3%
138628,855,5400,State-funded secondary,909,442,467,48.6%,51.4%,26,2.9%,162,17.8%,44,863,2,4.8%,94.9%,0.2%,172,193,909,21.2%
138629,865,2040,State-funded primary,57,28,29,49.1%,50.9%,0,0.0%,10,17.5%,1,56,0,1.8%,98.2%,0.0%,4,5,57,8.8%
138630,865,5411,State-funded secondary,1211,605,606,50.0%,50.0%,36,3.0%,207,17.1%,54,1157,0,4.5%,95.5%,0.0%,219,228,959,23.8%
138631,878,3100,State-funded primary,104,63,41,60.6%,39.4%,2,1.9%,13,12.5%,2,102,0,1.9%,98.1%,0.0%,9,9,104,8.7%
138632,919,4118,State-funded secondary,1394,614,780,44.0%,56.0%,32,2.3%,166,11.9%,132,1241,21,9.5%,89.0%,1.5%,188,195,1138,17.1%
138633,840,3517,State-funded primary,500,239,261,47.8%,52.2%,9,1.8%,79,15.8%,18,482,0,3.6%,96.4%,0.0%,156,159,424,37.5%
138634,940,7033,State-funded special school,115,7,108,6.1%,93.9%,115,100.0%,0,0.0%,2,113,0,1.7%,98.3%,0.0%,72,69,108,63.9%
138635,868,3050,State-funded primary,202,116,86,57.4%,42.6%,2,1.0%,27,13.4%,8,194,0,4.0%,96.0%,0.0%,14,14,202,6.9%
138636,866,3001,State-funded primary,322,164,158,50.9%,49.1%,5,1.6%,23,7.1%,174,148,0,54.0%,46.0%,0.0%,52,54,269,20.1%
138637,925,2171,State-funded primary,422,225,197,53.3%,46.7%,8,1.9%,49,11.6%,15,407,0,3.6%,96.4%,0.0%,113,122,422,28.9%
138638,925,4004,State-funded secondary,1200,1193,7,99.4%,0.6%,1,0.1%,130,10.8%,131,1069,0,10.9%,89.1%,0.0%,69,67,891,7.5%
138639,925,5223,State-funded primary,201,76,125,37.8%,62.2%,2,1.0%,17,8.5%,6,195,0,3.0%,97.0%,0.0%,12,11,168,6.5%
138640,925,3354,State-funded primary,298,169,129,56.7%,43.3%,2,0.7%,68,22.8%,6,292,0,2.0%,98.0%,0.0%,143,149,298,50.0%
138641,891,4226,State-funded secondary,1392,653,739,46.9%,53.1%,9,0.6%,64,4.6%,54,1338,0,3.9%,96.1%,0.0%,213,225,1192,18.9%
138642,926,2043,State-funded primary,582,296,286,50.9%,49.1%,11,1.9%,80,13.7%,25,550,7,4.3%,94.5%,1.2%,156,161,582,27.7%
138644,937,5402,State-funded secondary,969,491,478,50.7%,49.3%,9,0.9%,206,21.3%,33,936,0,3.4%,96.6%,0.0%,365,372,969,38.4%
138645,938,2139,State-funded primary,477,244,233,51.2%,48.8%,7,1.5%,56,11.7%,244,233,0,51.2%,48.8%,0.0%,152,161,451,35.7%
138647,888,4311,State-funded secondary,1107,559,548,50.5%,49.5%,13,1.2%,84,7.6%,47,1060,0,4.2%,95.8%,0.0%,255,273,1107,24.7%
138648,938,3363,State-funded primary,603,292,311,48.4%,51.6%,5,0.8%,106,17.6%,122,481,0,20.2%,79.8%,0.0%,171,174,603,28.9%
138650,303,5401,State-funded secondary,841,0,841,0.0%,100.0%,45,5.4%,133,15.8%,162,678,1,19.3%,80.6%,0.1%,173,208,841,24.7%
138651,318,4010,State-funded secondary,1364,551,813,40.4%,59.6%,48,3.5%,110,8.1%,345,1013,6,25.3%,74.3%,0.4%,80,83,1090,7.6%
138652,390,7002,State-funded special school,238,70,168,29.4%,70.6%,238,100.0%,0,0.0%,14,224,0,5.9%,94.1%,0.0%,119,106,207,51.2%
138653,352,2040,State-funded primary,626,325,301,51.9%,48.1%,15,2.4%,102,16.3%,169,457,0,27.0%,73.0%,0.0%,384,355,550,64.5%
138654,358,2009,State-funded primary,234,113,121,48.3%,51.7%,3,1.3%,23,9.8%,77,157,0,32.9%,67.1%,0.0%,20,22,214,10.3%
138655,801,2013,State-funded primary,601,309,292,51.4%,48.6%,10,1.7%,86,14.3%,160,441,0,26.6%,73.4%,0.0%,127,126,569,22.1%
138657,381,2094,State-funded primary,198,89,109,44.9%,55.1%,7,3.5%,41,20.7%,14,184,0,7.1%,92.9%,0.0%,87,78,178,43.8%
138658,801,2080,State-funded primary,244,111,133,45.5%,54.5%,7,2.9%,33,13.5%,78,166,0,32.0%,68.0%,0.0%,72,73,244,29.9%
138659,871,5204,State-funded primary,475,223,252,46.9%,53.1%,41,8.6%,22,4.6%,307,167,1,64.6%,35.2%,0.2%,12,13,435,3.0%
138661,891,5950,State-funded special school,113,32,81,28.3%,71.7%,113,100.0%,0,0.0%,9,104,0,8.0%,92.0%,0.0%,39,36,92,39.1%
138662,895,4227,State-funded secondary,1052,531,521,50.5%,49.5%,32,3.0%,44,4.2%,27,989,36,2.6%,94.0%,3.4%,178,185,916,20.2%
138663,892,2118,State-funded primary,433,222,211,51.3%,48.7%,11,2.5%,75,17.3%,146,285,2,33.7%,65.8%,0.5%,129,130,403,32.3%
138664,885,4044,State-funded secondary,775,384,391,49.5%,50.5%,16,2.1%,125,16.1%,16,748,11,2.1%,96.5%,1.4%,143,177,719,24.6%
138665,925,5411,State-funded secondary,842,444,398,52.7%,47.3%,0,0.0%,61,7.2%,42,785,15,5.0%,93.2%,1.8%,60,55,617,8.9%
138666,831,3531,State-funded primary,328,156,172,47.6%,52.4%,8,2.4%,50,15.2%,140,187,1,42.7%,57.0%,0.3%,84,84,328,25.6%
138667,931,4580,State-funded secondary,2229,1123,1106,50.4%,49.6%,72,3.2%,203,9.1%,123,2105,1,5.5%,94.4%,0.0%,213,207,1688,12.3%
138668,801,2034,State-funded primary,588,290,298,49.3%,50.7%,20,3.4%,66,11.2%,174,414,0,29.6%,70.4%,0.0%,235,239,588,40.6%
138671,908,2001,State-funded primary,309,156,153,50.5%,49.5%,22,7.1%,42,13.6%,36,273,0,11.7%,88.3%,0.0%,137,137,287,47.7%
138672,940,2030,State-funded primary,722,336,386,46.5%,53.5%,66,9.1%,66,9.1%,152,569,1,21.1%,78.8%,0.1%,216,224,662,33.8%
138673,383,2005,State-funded primary,248,138,110,55.6%,44.4%,0,0.0%,34,13.7%,169,79,0,68.1%,31.9%,0.0%,77,74,209,35.4%
138674,916,2001,State-funded primary,350,182,168,52.0%,48.0%,9,2.6%,69,19.7%,30,320,0,8.6%,91.4%,0.0%,122,123,350,35.1%
138675,380,2003,State-funded primary,216,110,106,50.9%,49.1%,3,1.4%,25,11.6%,20,196,0,9.3%,90.7%,0.0%,109,113,197,57.4%
138677,810,2004,State-funded primary,413,188,225,45.5%,54.5%,9,2.2%,65,15.7%,176,237,0,42.6%,57.4%,0.0%,144,146,379,38.5%
138678,810,2006,State-funded primary,416,210,206,50.5%,49.5%,4,1.0%,80,19.2%,81,335,0,19.5%,80.5%,0.0%,237,247,416,59.4%
138679,810,2007,State-funded primary,386,192,194,49.7%,50.3%,10,2.6%,46,11.9%,79,307,0,20.5%,79.5%,0.0%,180,173,349,49.6%
138680,205,2045,State-funded primary,181,82,99,45.3%,54.7%,7,3.9%,16,8.8%,73,108,0,40.3%,59.7%,0.0%,88,83,158,52.5%
138681,212,5402,State-funded secondary,940,452,488,48.1%,51.9%,48,5.1%,106,11.3%,456,482,2,48.5%,51.3%,0.2%,441,400,724,55.2%
138682,212,5405,State-funded secondary,1296,521,775,40.2%,59.8%,78,6.0%,240,18.5%,638,647,11,49.2%,49.9%,0.8%,424,408,936,43.6%
138683,213,2418,State-funded primary,230,106,124,46.1%,53.9%,21,9.1%,20,8.7%,92,131,7,40.0%,57.0%,3.0%,93,98,205,47.8%
138684,301,2021,State-funded primary,419,208,211,49.6%,50.4%,6,1.4%,102,24.3%,161,258,0,38.4%,61.6%,0.0%,95,108,348,31.0%
138685,302,4210,State-funded secondary,962,962,0,100.0%,0.0%,20,2.1%,42,4.4%,776,167,19,80.7%,17.4%,2.0%,351,327,777,42.1%
138686,303,4030,State-funded secondary,1007,478,529,47.5%,52.5%,32,3.2%,233,23.1%,87,883,37,8.6%,87.7%,3.7%,268,269,857,31.4%
138687,306,2111,State-funded primary,203,96,107,47.3%,52.7%,2,1.0%,40,19.7%,27,176,0,13.3%,86.7%,0.0%,42,49,203,24.1%
138688,310,3513,State-funded primary,452,253,199,56.0%,44.0%,9,2.0%,18,4.0%,295,157,0,65.3%,34.7%,0.0%,14,15,421,3.6%
138689,314,2014,State-funded primary,870,408,462,46.9%,53.1%,32,3.7%,99,11.4%,243,610,17,27.9%,70.1%,2.0%,76,76,824,9.2%
138690,320,3308,State-funded primary,1325,665,660,50.2%,49.8%,45,3.4%,97,7.3%,809,516,0,61.1%,38.9%,0.0%,355,370,1208,30.6%
138691,320,5401,State-funded secondary,1485,716,769,48.2%,51.8%,76,5.1%,96,6.5%,627,834,24,42.2%,56.2%,1.6%,291,303,1226,24.7%
138693,330,2085,State-funded primary,633,298,335,47.1%,52.9%,6,0.9%,81,12.8%,136,493,4,21.5%,77.9%,0.6%,177,183,633,28.9%
138694,330,2450,State-funded primary,450,217,233,48.2%,51.8%,11,2.4%,65,14.4%,80,369,1,17.8%,82.0%,0.2%,141,135,417,32.4%
138695,330,5412,State-funded secondary,1026,488,538,47.6%,52.4%,2,0.2%,127,12.4%,654,371,1,63.7%,36.2%,0.1%,552,568,916,62.0%
138696,341,4306,State-funded secondary,1020,0,1020,0.0%,100.0%,29,2.8%,205,20.1%,117,902,1,11.5%,88.4%,0.1%,350,378,907,41.7%
138697,353,7014,State-funded special school,596,192,404,32.2%,67.8%,596,100.0%,0,0.0%,91,505,0,15.3%,84.7%,0.0%,285,248,428,57.9%
138698,355,4018,State-funded secondary,309,309,0,100.0%,0.0%,8,2.6%,61,19.7%,4,305,0,1.3%,98.7%,0.0%,7,10,309,3.2%
138699,359,4501,State-funded secondary,1001,486,515,48.6%,51.4%,27,2.7%,128,12.8%,59,924,18,5.9%,92.3%,1.8%,327,357,1001,35.7%
138700,370,2041,State-funded primary,372,189,183,50.8%,49.2%,8,2.2%,34,9.1%,19,353,0,5.1%,94.9%,0.0%,180,182,339,53.7%
138701,370,2061,State-funded primary,351,165,186,47.0%,53.0%,10,2.8%,36,10.3%,15,324,12,4.3%,92.3%,3.4%,107,106,308,34.4%
138702,370,2098,State-funded primary,289,151,138,52.2%,47.8%,9,3.1%,38,13.1%,12,277,0,4.2%,95.8%,0.0%,105,107,289,37.0%
138704,371,3007,State-funded primary,230,111,119,48.3%,51.7%,0,0.0%,31,13.5%,2,228,0,0.9%,99.1%,0.0%,9,10,210,4.8%
138705,371,3325,State-funded primary,418,203,215,48.6%,51.4%,11,2.6%,67,16.0%,64,354,0,15.3%,84.7%,0.0%,99,95,357,26.6%
138706,382,4000,State-funded secondary,1030,502,528,48.7%,51.3%,16,1.6%,111,10.8%,112,917,1,10.9%,89.0%,0.1%,228,240,1030,23.3%
138707,384,4028,State-funded secondary,1109,557,552,50.2%,49.8%,32,2.9%,141,12.7%,81,1028,0,7.3%,92.7%,0.0%,242,273,1109,24.6%
138708,801,2022,State-funded primary,536,265,271,49.4%,50.6%,6,1.1%,91,17.0%,106,412,18,19.8%,76.9%,3.4%,106,108,536,20.1%
138709,801,3431,State-funded primary,368,172,196,46.7%,53.3%,9,2.4%,55,14.9%,23,345,0,6.3%,93.8%,0.0%,204,200,348,57.5%
138710,801,3434,State-funded primary,201,92,109,45.8%,54.2%,27,13.4%,54,26.9%,28,173,0,13.9%,86.1%,0.0%,96,98,201,48.8%
138711,806,4122,State-funded secondary,923,481,442,52.1%,47.9%,17,1.8%,193,20.9%,46,864,13,5.0%,93.6%,1.4%,531,571,923,61.9%
138712,813,2890,State-funded primary,295,155,140,52.5%,47.5%,3,1.0%,26,8.8%,12,283,0,4.1%,95.9%,0.0%,31,34,269,12.6%
138713,813,3074,State-funded primary,140,64,76,45.7%,54.3%,3,2.1%,17,12.1%,11,129,0,7.9%,92.1%,0.0%,11,12,128,9.4%
138714,823,4056,State-funded primary,617,296,321,48.0%,52.0%,5,0.8%,63,10.2%,161,455,1,26.1%,73.7%,0.2%,72,73,525,13.9%
138715,826,2319,State-funded primary,137,54,83,39.4%,60.6%,8,5.8%,17,12.4%,47,84,6,34.3%,61.3%,4.4%,42,42,137,30.7%
138716,838,7008,State-funded special school,89,23,66,25.8%,74.2%,89,100.0%,0,0.0%,0,89,0,0.0%,100.0%,0.0%,37,36,83,43.4%
138717,840,4175,State-funded secondary,1025,500,525,48.8%,51.2%,15,1.5%,154,15.0%,21,1004,0,2.0%,98.0%,0.0%,307,353,1025,34.4%
138718,840,7029,State-funded special school,223,63,160,28.3%,71.7%,223,100.0%,0,0.0%,3,220,0,1.3%,98.7%,0.0%,135,130,199,65.3%
138719,850,3079,State-funded primary,409,202,207,49.4%,50.6%,4,1.0%,30,7.3%,14,395,0,3.4%,96.6%,0.0%,33,35,409,8.6%
138720,850,4000,State-funded secondary,844,402,442,47.6%,52.4%,21,2.5%,81,9.6%,57,787,0,6.8%,93.2%,0.0%,127,140,844,16.6%
138721,855,4012,State-funded secondary,709,353,356,49.8%,50.2%,20,2.8%,122,17.2%,23,686,0,3.2%,96.8%,0.0%,135,144,709,20.3%
138722,860,3300,State-funded primary,66,27,39,40.9%,59.1%,1,1.5%,6,9.1%,0,66,0,0.0%,100.0%,0.0%,4,5,66,7.6%
138723,860,3457,State-funded primary,183,92,91,50.3%,49.7%,0,0.0%,13,7.1%,14,169,0,7.7%,92.3%,0.0%,14,14,183,7.7%
138724,860,3459,State-funded primary,216,113,103,52.3%,47.7%,1,0.5%,9,4.2%,18,198,0,8.3%,91.7%,0.0%,34,34,216,15.7%
138725,860,3463,State-funded primary,168,85,83,50.6%,49.4%,4,2.4%,19,11.3%,35,133,0,20.8%,79.2%,0.0%,54,56,168,33.3%
138726,860,3473,State-funded primary,207,99,108,47.8%,52.2%,2,1.0%,12,5.8%,2,205,0,1.0%,99.0%,0.0%,13,13,207,6.3%
138727,860,3474,State-funded primary,190,96,94,50.5%,49.5%,4,2.1%,16,8.4%,34,156,0,17.9%,82.1%,0.0%,32,32,190,16.8%
138728,860,4158,State-funded secondary,1074,502,572,46.7%,53.3%,12,1.1%,96,8.9%,58,1016,0,5.4%,94.6%,0.0%,195,208,1074,19.4%
138729,860,4610,State-funded secondary,1310,672,638,51.3%,48.7%,17,1.3%,73,5.6%,67,1243,0,5.1%,94.9%,0.0%,109,115,1099,10.5%
138731,871,2196,State-funded primary,259,133,126,51.4%,48.6%,13,5.0%,65,25.1%,193,63,3,74.5%,24.3%,1.2%,77,77,259,29.7%
138732,877,4502,State-funded secondary,1916,979,937,51.1%,48.9%,46,2.4%,137,7.2%,65,1849,2,3.4%,96.5%,0.1%,167,161,1567,10.3%
138733,878,2410,State-funded primary,94,51,43,54.3%,45.7%,0,0.0%,10,10.6%,1,93,0,1.1%,98.9%,0.0%,7,7,77,9.1%
138734,881,5436,State-funded secondary,1022,475,547,46.5%,53.5%,13,1.3%,73,7.1%,38,984,0,3.7%,96.3%,0.0%,100,118,946,12.5%
138735,883,5266,State-funded primary,420,186,234,44.3%,55.7%,8,1.9%,46,11.0%,103,315,2,24.5%,75.0%,0.5%,77,85,380,22.4%
138736,883,7072,State-funded special school,73,33,40,45.2%,54.8%,72,98.6%,1,1.4%,14,59,0,19.2%,80.8%,0.0%,24,19,56,33.9%
138737,886,3086,State-funded primary,207,98,109,47.3%,52.7%,20,9.7%,25,12.1%,12,194,1,5.8%,93.7%,0.5%,51,51,207,24.6%
138738,886,3128,State-funded primary,406,211,195,52.0%,48.0%,9,2.2%,51,12.6%,24,382,0,5.9%,94.1%,0.0%,109,112,406,27.6%
138739,890,2209,State-funded primary,598,306,292,51.2%,48.8%,7,1.2%,55,9.2%,11,587,0,1.8%,98.2%,0.0%,126,132,598,22.1%
138740,892,2152,State-funded primary,463,226,237,48.8%,51.2%,0,0.0%,56,12.1%,90,372,1,19.4%,80.3%,0.2%,128,134,425,31.5%
138741,892,2906,State-funded primary,471,223,248,47.3%,52.7%,3,0.6%,72,15.3%,54,417,0,11.5%,88.5%,0.0%,119,125,410,30.5%
138742,896,2269,State-funded primary,253,126,127,49.8%,50.2%,3,1.2%,8,3.2%,4,249,0,1.6%,98.4%,0.0%,10,14,202,6.9%
138743,896,4134,State-funded secondary,1029,487,542,47.3%,52.7%,18,1.7%,86,8.4%,43,985,1,4.2%,95.7%,0.1%,134,153,1029,14.9%
138744,909,2318,State-funded primary,463,236,227,51.0%,49.0%,10,2.2%,48,10.4%,36,427,0,7.8%,92.2%,0.0%,76,77,414,18.6%
138746,916,5411,State-funded secondary,1091,535,556,49.0%,51.0%,17,1.6%,204,18.7%,100,991,0,9.2%,90.8%,0.0%,197,204,979,20.8%
138747,919,4001,State-funded secondary,1216,567,649,46.6%,53.4%,15,1.2%,114,9.4%,371,845,0,30.5%,69.5%,0.0%,324,343,1058,32.4%
138748,925,2064,State-funded primary,419,196,223,46.8%,53.2%,8,1.9%,52,12.4%,20,399,0,4.8%,95.2%,0.0%,47,50,419,11.9%
138749,925,2161,State-funded primary,57,21,36,36.8%,63.2%,0,0.0%,12,21.1%,0,57,0,0.0%,100.0%,0.0%,23,24,57,42.1%
138750,925,2190,State-funded primary,315,150,165,47.6%,52.4%,6,1.9%,27,8.6%,20,291,4,6.3%,92.4%,1.3%,149,149,267,55.8%
138751,925,2234,State-funded primary,449,217,232,48.3%,51.7%,8,1.8%,73,16.3%,287,162,0,63.9%,36.1%,0.0%,158,160,427,37.5%
138752,925,2239,State-funded primary,545,276,269,50.6%,49.4%,9,1.7%,90,16.5%,312,233,0,57.2%,42.8%,0.0%,172,180,545,33.0%
138753,925,3166,State-funded primary,286,150,136,52.4%,47.6%,3,1.0%,47,16.4%,5,281,0,1.7%,98.3%,0.0%,12,13,286,4.5%
138754,925,4072,State-funded secondary,1446,713,733,49.3%,50.7%,40,2.8%,264,18.3%,586,857,3,40.5%,59.3%,0.2%,443,478,1446,33.1%
138756,925,4516,State-funded secondary,296,140,156,47.3%,52.7%,19,6.4%,89,30.1%,15,281,0,5.1%,94.9%,0.0%,131,143,296,48.3%
138757,925,5400,State-funded secondary,669,340,329,50.8%,49.2%,5,0.7%,67,10.0%,50,619,0,7.5%,92.5%,0.0%,114,112,534,21.0%
138758,926,5405,State-funded secondary,578,268,310,46.4%,53.6%,14,2.4%,36,6.2%,13,565,0,2.2%,97.8%,0.0%,142,150,578,26.0%
138760,941,2003,State-funded primary,192,85,107,44.3%,55.7%,2,1.0%,23,12.0%,8,184,0,4.2%,95.8%,0.0%,7,7,192,3.6%
138761,940,2043,State-funded primary,143,69,74,48.3%,51.7%,3,2.1%,11,7.7%,4,137,2,2.8%,95.8%,1.4%,9,9,143,6.3%
138762,931,4129,State-funded secondary,1040,0,1040,0.0%,100.0%,22,2.1%,189,18.2%,103,937,0,9.9%,90.1%,0.0%,122,132,902,14.6%
138763,933,3225,State-funded primary,183,93,90,50.8%,49.2%,1,0.5%,5,2.7%,13,165,5,7.1%,90.2%,2.7%,16,16,149,10.7%
138764,936,2092,State-funded primary,932,449,483,48.2%,51.8%,29,3.1%,145,15.6%,157,775,0,16.8%,83.2%,0.0%,146,130,819,15.9%
138765,936,4202,State-funded secondary,966,463,503,47.9%,52.1%,50,5.2%,163,16.9%,138,828,0,14.3%,85.7%,0.0%,224,247,966,25.6%
138766,936,7024,State-funded special school,78,0,78,0.0%,100.0%,78,100.0%,0,0.0%,4,73,1,5.1%,93.6%,1.3%,45,54,78,69.2%
138767,937,4113,State-funded secondary,605,285,320,47.1%,52.9%,9,1.5%,109,18.0%,20,583,2,3.3%,96.4%,0.3%,123,136,605,22.5%
138768,868,6019,Independent school,44,28,16,63.6%,36.4%,0,0.0%,11,25.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138771,313,6002,Independent school,129,68,61,52.7%,47.3%,1,0.8%,6,4.7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138772,880,2002,State-funded primary,459,235,224,51.2%,48.8%,23,5.0%,83,18.1%,42,417,0,9.2%,90.8%,0.0%,187,157,381,41.2%
138773,880,2003,State-funded primary,407,196,211,48.2%,51.8%,19,4.7%,144,35.4%,19,386,2,4.7%,94.8%,0.5%,243,215,342,62.9%
138774,931,2000,State-funded primary,344,162,182,47.1%,52.9%,11,3.2%,95,27.6%,75,269,0,21.8%,78.2%,0.0%,153,145,311,46.6%
138775,330,1105,State-funded AP school,0,0,0,0.0%,0.0%,0,0.0%,0,0.0%,0,0,0,0.0%,0.0%,0.0%,0,0,0,0.0%
138776,831,4000,State-funded primary,419,219,200,52.3%,47.7%,7,1.7%,48,11.5%,389,30,0,92.8%,7.2%,0.0%,169,170,419,40.6%
138777,202,6002,Independent school,97,50,47,51.5%,48.5%,0,0.0%,5,5.2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138779,926,6006,Independent school,14,7,7,50.0%,50.0%,14,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138783,925,4002,State-funded secondary,437,206,231,47.1%,52.9%,14,3.2%,114,26.1%,12,424,1,2.7%,97.0%,0.2%,144,169,437,38.7%
138784,352,2012,State-funded primary,566,275,291,48.6%,51.4%,25,4.4%,79,14.0%,310,253,3,54.8%,44.7%,0.5%,298,276,513,53.8%
138785,352,2015,State-funded primary,694,335,359,48.3%,51.7%,19,2.7%,82,11.8%,551,143,0,79.4%,20.6%,0.0%,320,321,634,50.6%
138786,916,2006,State-funded primary,145,74,71,51.0%,49.0%,8,5.5%,38,26.2%,12,133,0,8.3%,91.7%,0.0%,31,36,145,24.8%
138787,341,4001,State-funded secondary,1046,413,633,39.5%,60.5%,15,1.4%,256,24.5%,266,780,0,25.4%,74.6%,0.0%,485,470,918,51.2%
138788,358,2001,State-funded primary,222,101,121,45.5%,54.5%,8,3.6%,45,20.3%,12,210,0,5.4%,94.6%,0.0%,125,120,196,61.2%
138789,801,2062,State-funded primary,379,192,187,50.7%,49.3%,9,2.4%,59,15.6%,146,233,0,38.5%,61.5%,0.0%,145,139,354,39.3%
138790,831,2009,State-funded primary,207,104,103,50.2%,49.8%,5,2.4%,19,9.2%,67,140,0,32.4%,67.6%,0.0%,136,138,207,66.7%
138791,801,2064,State-funded primary,193,97,96,50.3%,49.7%,5,2.6%,19,9.8%,43,150,0,22.3%,77.7%,0.0%,73,76,193,39.4%
138793,926,2027,State-funded primary,433,212,221,49.0%,51.0%,12,2.8%,55,12.7%,154,279,0,35.6%,64.4%,0.0%,238,244,379,64.4%
138794,801,2067,State-funded primary,365,165,200,45.2%,54.8%,8,2.2%,95,26.0%,135,230,0,37.0%,63.0%,0.0%,100,104,365,28.5%
138795,926,2028,State-funded primary,211,103,108,48.8%,51.2%,2,0.9%,48,22.7%,3,208,0,1.4%,98.6%,0.0%,44,45,184,24.5%
138796,926,2030,State-funded primary,49,26,23,53.1%,46.9%,0,0.0%,8,16.3%,3,46,0,6.1%,93.9%,0.0%,13,14,49,28.6%
138797,926,2036,State-funded primary,38,22,16,57.9%,42.1%,0,0.0%,7,18.4%,1,37,0,2.6%,97.4%,0.0%,16,16,38,42.1%
138799,330,2038,State-funded primary,702,324,378,46.2%,53.8%,6,0.9%,115,16.4%,599,103,0,85.3%,14.7%,0.0%,315,329,680,48.4%
138801,316,6002,Independent school,66,0,66,0.0%,100.0%,0,0.0%,2,3.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138803,208,6001,Independent school,82,20,62,24.4%,75.6%,82,100.0%,0,0.0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138804,855,2321,State-funded primary,305,133,172,43.6%,56.4%,3,1.0%,31,10.2%,10,293,2,3.3%,96.1%,0.7%,32,33,305,10.8%
138805,855,2168,State-funded primary,184,91,93,49.5%,50.5%,4,2.2%,22,12.0%,1,183,0,0.5%,99.5%,0.0%,21,21,184,11.4%
138806,855,2157,State-funded primary,356,181,175,50.8%,49.2%,9,2.5%,47,13.2%,54,302,0,15.2%,84.8%,0.0%,51,53,356,14.9%
138807,855,2037,State-funded primary,191,87,104,45.5%,54.5%,2,1.0%,20,10.5%,3,188,0,1.6%,98.4%,0.0%,11,11,191,5.8%
138808,925,5209,State-funded primary,176,70,106,39.8%,60.2%,7,4.0%,40,22.7%,0,176,0,0.0%,100.0%,0.0%,43,46,152,30.3%
138809,855,2376,State-funded primary,212,105,107,49.5%,50.5%,6,2.8%,1,0.5%,11,201,0,5.2%,94.8%,0.0%,11,12,212,5.7%
138810,891,4700,State-funded secondary,850,424,426,49.9%,50.1%,14,1.6%,68,8.0%,188,661,1,22.1%,77.8%,0.1%,164,178,765,23.3%
138811,891,3696,State-funded primary,450,222,228,49.3%,50.7%,2,0.4%,46,10.2%,113,331,6,25.1%,73.6%,1.3%,47,48,415,11.6%
138812,891,3730,State-funded primary,223,94,129,42.2%,57.8%,7,3.1%,17,7.6%,17,206,0,7.6%,92.4%,0.0%,18,20,213,9.4%
138813,891,3690,State-funded primary,223,116,107,52.0%,48.0%,3,1.3%,6,2.7%,24,199,0,10.8%,89.2%,0.0%,35,30,208,14.4%
138814,892,3321,State-funded primary,228,125,103,54.8%,45.2%,1,0.4%,13,5.7%,115,113,0,50.4%,49.6%,0.0%,39,33,205,16.1%
138815,839,2230,State-funded primary,304,155,149,51.0%,49.0%,6,2.0%,57,18.8%,19,283,2,6.3%,93.1%,0.7%,39,39,304,12.8%
138816,925,3311,State-funded primary,106,46,60,43.4%,56.6%,7,6.6%,13,12.3%,29,77,0,27.4%,72.6%,0.0%,44,46,106,43.4%
